locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location,GeoLocation
1181506,John's Catering #5,Truck,9506000,NATOMA ST: FREMONT ST to 01ST ST (1 - 19),400 HOWARD ST,3720008,3720,8,18MFF-0045,EXPIRED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),6013858.06,2115347.095,37.78911921,-122.395881,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7891192076677, -122.395881039335)",0xE6100000010C03CAB2DB01E5424038436D1D56995EC0
1181507,John's Catering #5,Truck,581000,14TH ST: SHOTWELL ST to SOUTH VAN NESS AVE (139 - 199),164 14TH ST,3530048,3530,48,18MFF-0045,EXPIRED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),6007633.112,2108061.068,37.76876525,-122.4169022,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7687652509586, -122.416902205953)",0xE6100000010C8F9555E666E24240B20C9786AE9A5EC0
1181508,John's Catering #5,Truck,8756101,MARKET ST: 12TH ST \ PAGE ST to FRANKLIN ST (1591 - 1615) -- SOUTH --,1601 MARKET ST,3505001,3505,1,18MFF-0045,EXPIRED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),6006768.767,2109954.339,37.77391507,-122.4200263,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7739150656798, -122.420026291504)",0xE6100000010CFC7C1CA60FE34240125EF4B5E19A5EC0
1181509,John's Catering #5,Truck,0,NULL,50 IVY ST,811001,811,1,18MFF-0045,EXPIRED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),6007197.302,2111480.029,37.77812838,-122.4186521,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7781283797338, -122.418652129997)",0xE6100000010CE885F3B599E3424039AF4D32CB9A5EC0
1181510,John's Catering #5,Truck,12726000,TURK ST: GOUGH ST to LAGUNA ST (900 - 1099),1003 TURK ST,759001,759,1,18MFF-0045,EXPIRED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),6005248.473,2112517.984,37.78086844,-122.4254677,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7808684365681, -122.425467726618)",0xE6100000010CF2C4367FF3E34240FAD4FCDC3A9B5EC0
1181511,John's Catering #5,Truck,8845101,MASONIC AVE: EWING TER to TURK BLVD (200 - 298) -- EAST --,270 MASONIC AVE,1111002,1111,2,18MFF-0045,EXPIRED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),5999084.822,2111935.384,37.77891859,-122.4467488,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7789185898934, -122.446748796815)",0xE6100000010C57EBB69AB3E3424042F64388979C5EC0
1181512,John's Catering #5,Truck,6834000,HAYES ST: SHRADER ST to STANYAN ST (2200 - 2299),2200 HAYES ST,1191039,1191,39,18MFF-0045,EXPIRED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),NULL,NULL,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(0.0, 0.0)",0xE6100000010C00000000000000000000000000000000
1181513,John's Catering #5,Truck,3309000,BRYANT ST: 19TH ST to 20TH ST (2100 - 2199),2157 BRYANT ST,4080065,4080,65,18MFF-0045,EXPIRED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),6009684.39,2104752.654,37.75979627,-122.4095734,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7597962717227, -122.409573421624)",0xE6100000010CFB55150141E14240E6CB7073369A5EC0
1181514,John's Catering #5,Truck,7031000,HOWARD ST: BEALE ST to FREMONT ST (300 - 399),300 HOWARD ST,3719009,3719,9,18MFF-0045,EXPIRED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),6014078.535,2115506.556,37.78956931,-122.3951294,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7895693138966, -122.395129390521)",0xE6100000010C378E769B10E54240797EC8CC49995EC0
1181515,John's Catering #5,Truck,6742000,HARRISON ST: ALAMEDA ST to 15TH ST (1830 - 1899),1830 HARRISON ST,3550020,3550,20,18MFF-0045,EXPIRED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),6008479.338,2107759.433,37.76798459,-122.4139538,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7679845948645, -122.413953822522)",0xE6100000010C2E63B7514DE2424051722C387E9A5EC0
1181516,John's Catering #5,Truck,513000,11TH ST: KISSLING ST to BURNS PL (236 - 276),251 11TH ST,3517015,3517,15,18MFF-0045,EXPIRED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),6008438.954,2109403.583,37.77249678,-122.4142098,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7724967778067, -122.414209845167)",0xE6100000010CFB78A62CE1E242401AAB026A829A5EC0
1184864,Subs on Hubs,Truck,3089000,BRANNAN ST: 08TH ST to 09TH ST (900 - 999),934 BRANNAN ST,3781008,3781,8,18MFF-0059,EXPIRED,Italian subs: Cuban sandwich: Gyro,6010635.811,2108878.801,37.771179,-122.4065737,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0059&ExportPDF=1&Filename=18MFF-0059_schedule.pdf,NULL,00:00.0,00:00.0,0,00:00.0,"(37.7711790005481, -122.406573673429)",0xE6100000010CA85B55FEB5E24240B2B2954D059A5EC0
1184865,Subs on Hubs,Truck,302000,05TH ST: HARRISON ST \ I-80 W OFF RAMP to PERRY ST (400 - 449),400 05TH ST,3760001,3760,1,18MFF-0059,EXPIRED,Italian subs: Cuban sandwich: Gyro,6012059.645,2111592.733,37.77871039,-122.4018394,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0059&ExportPDF=1&Filename=18MFF-0059_schedule.pdf,NULL,00:00.0,00:00.0,0,00:00.0,"(37.7787103919009, -122.40183935033)",0xE6100000010C862239C8ACE3424072FA64BCB7995EC0
1184866,Subs on Hubs,Truck,0,NULL,Assessors Block 8711/Lot021,8711021,8711,21,18MFF-0059,EXPIRED,Italian subs: Cuban sandwich: Gyro,6014914.894,2108873.147,37.77140195,-122.3917716,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0059&ExportPDF=1&Filename=18MFF-0059_schedule.pdf,NULL,00:00.0,00:00.0,0,00:00.0,"(37.7714019465879, -122.391771646847)",0xE6100000010C38558A4CBDE242404FAD62C912995EC0
1184867,Subs on Hubs,Truck,412000,08TH ST: FOLSOM ST to RINGOLD ST (300 - 341),333 08TH ST,3755056,3755,56,18MFF-0059,EXPIRED,Italian subs: Cuban sandwich: Gyro,6009851.369,2110277.469,37.7749755,-122.4093858,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0059&ExportPDF=1&Filename=18MFF-0059_schedule.pdf,NULL,00:00.0,00:00.0,0,00:00.0,"(37.7749754998217, -122.409385823194)",0xE6100000010CBD77AD6532E342401D849860339A5EC0
1186399,Tres Agaves Mexican Kitchen & Tequila Lounge LLC. dba Tres Truck,Truck,10995000,RHODE ISLAND ST: 16TH ST to 17TH ST (300 - 399),301 RHODE ISLAND ST,3956025,3956,25,18MFF-0065,EXPIRED,Multiple Truck - Everything,6011875.761,2106770.632,37.76545974,-122.4021364,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0065&ExportPDF=1&Filename=18MFF-0065_schedule.pdf,NULL,00:00.0,00:00.0,0,00:00.0,"(37.7654597374682, -122.402136376179)",0xE6100000010C536AAD95FAE14240210E369ABC995EC0
1186400,Tres Agaves Mexican Kitchen & Tequila Lounge LLC. dba Tres Truck,Truck,711000,16TH ST: KANSAS ST to VERMONT ST (1700 - 1799),1700 16TH ST,3935005,3935,5,18MFF-0065,EXPIRED,Multiple Truck - Everything,6011356.434,2107057.15,37.76621745,-122.4039528,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0065&ExportPDF=1&Filename=18MFF-0065_schedule.pdf,NULL,00:00.0,00:00.0,0,00:00.0,"(37.76621745068, -122.403952784121)",0xE6100000010CC625D66913E24240623BC75CDA995EC0
1199051,Munch India,Truck,3528000,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),400 CALIFORNIA ST,239003,239,3,18MFF-0088,REQUESTED,Daily rotating menus consisting of various local & organic vegetable: poultry: meat: seafood : rice & bread dishes.,6012277.508,2116903.356,37.79330428,-122.401459,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0088&ExportPDF=1&Filename=18MFF-0088_schedule.pdf,NULL,NULL,00:00.0,0,00:00.0,"(37.793304275561, -122.401458998413)",0xE6100000010CDEA797FE8AE542409A371581B1995EC0
1199133,Street Meet,Truck,8121000,LARKIN ST: GROVE ST to FULTON ST (100 - 199),100 LARKIN ST,354001,354,1,18MFF-0039,APPROVED,Burritos: Tacos: Quesadillas: Tortas: Carne Asada Fries and various drinks,6008026.826,2111838.426,37.77915912,-122.4158079,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0039&ExportPDF=1&Filename=18MFF-0039_schedule.pdf,NULL,00:00.0,00:00.0,0,00:00.0,"(37.779159119969, -122.415807882427)",0xE6100000010CD1526D7CBBE342405A1CAA989C9A5EC0
1199164,Street Meet,Truck,6552000,GROVE ST: 08TH ST \ HYDE ST \ MARKET ST to LARKIN ST (1 - 55),30 GROVE ST,354001,354,1,18MFF-0039,APPROVED,Burritos: Tacos: Quesadillas: Tortas: Carne Asada Fries and various drinks,6008026.826,2111838.426,37.77915912,-122.4158079,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0039&ExportPDF=1&Filename=18MFF-0039_schedule.pdf,NULL,00:00.0,00:00.0,0,00:00.0,"(37.779159119969, -122.415807882427)",0xE6100000010CD1526D7CBBE342405A1CAA989C9A5EC0
1200178,SF Cart Project,Truck,15019101,MISSION BAY BLVD SOUTH: 03RD ST \ MISSION BAY BLVD to 04TH ST \ MISSION BAY BLVD (501 - 599),535 MISSION BAY BLVD SOUTH,8711007,8711,7,18MFF-0094,EXPIRED,7 Multiple Trucks on rotation (1 on Mission Bay Blvd South & 6 on 4th St).   Serving everything but hot dogs,6014983.883,2108042.285,37.76912441,-122.3914749,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0094&ExportPDF=1&Filename=18MFF-0094_schedule.pdf,NULL,00:00.0,00:00.0,0,00:00.0,"(37.7691244121681, -122.391474911246)",0xE6100000010C9A6832AB72E242406340C9EC0D995EC0
1213203,Marengo,Truck,13456000,WATERLOO ST: MARENGO ST to BAY SHORE BLVD (40 - 99),75 WATERLOO ST,5582001,5582,1,18MFF-0100,REQUESTED,Breakfast - egg: cheese: bacon: tomato: english muffin w/ butter: jam: or nutella: hard boiled eggs: fruit medley: water: coffee: milk: carrot juice: orange juice,6010506.569,2097034.497,37.73864994,-122.4061861,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0100&ExportPDF=1&Filename=18MFF-0100_schedule.pdf,NULL,NULL,00:00.0,0,NULL,"(37.7386499426562, -122.406186114295)",0xE6100000010C4973D1148CDE4240203F0BF4FE995EC0
1219753,"Kabob Trolley, LLC",Truck,9101000,MISSION ST: 07TH ST to ANGELOS ALY \ JULIA ST (1100 - 1165),1133 MISSION ST,3727096,3727,96,18MFF-0106,REQUESTED,Halal Gyro and Cheesesteaks,6009260.818,2111511.319,37.77833026,-122.4115159,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0106&ExportPDF=1&Filename=18MFF-0106_schedule.pdf,NULL,NULL,00:00.0,0,00:00.0,"(37.7783302557659, -122.411515865268)",0xE6100000010C3D006953A0E342401EC7A346569A5EC0
1242091,Quick Grub,Push Cart,11542000,SANSOME ST: SUTTER ST to BUSH ST (1 - 99),1 BUSH ST,290011,290,11,18MFF-0112,EXPIRED,Pre-packaged cold food and soft drinks,6012652.373,2116027.943,37.79092151,-122.4001004,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0112&ExportPDF=1&Filename=18MFF-0112_schedule.pdf,NULL,00:00.0,00:00.0,0,00:00.0,"(37.7909215072692, -122.400100423738)",0xE6100000010C4EB67BEA3CE5424082C4CE3E9B995EC0
1265569,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,10678000,POWELL ST: GEARY ST to POST ST (300 - 399),331 POWELL ST,307001,307,1,19MFF-00001,REQUESTED,American Food: Hot dogs: pretzels: ice cream: salads: beverages: sandwiches: soup: coffee: pastries:etc.,6010120.694,2114926.344,37.7877553,-122.4087822,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00001&ExportPDF=1&Filename=19MFF-00001_schedule.pdf,NULL,NULL,00:00.0,0,00:00.0,"(37.7877552989675, -122.408782213965)",0xE6100000010C7628672AD5E44240A20AE07C299A5EC0
1265597,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,10628000,POST ST: STOCKTON ST to POWELL ST (300 - 399),Assessors Block /Lot,NULL,NULL,NULL,19MFF-00001,REQUESTED,American Food: Hot dogs: pretzels: ice cream: salads: beverages: sandwiches: soup: coffee: pastries:etc.,NULL,NULL,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00001&ExportPDF=1&Filename=19MFF-00001_schedule.pdf,NULL,NULL,00:00.0,0,00:00.0,"(0.0, 0.0)",0xE6100000010C00000000000000000000000000000000
1265606,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,10628000,POST ST: STOCKTON ST to POWELL ST (300 - 399),384 POST ST,295007,295,7,19MFF-00001,REQUESTED,American Food: Hot dogs: pretzels: ice cream: salads: beverages: sandwiches: soup: coffee: pastries:etc.,6010333.205,2115237.376,37.78862122,-122.4080689,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00001&ExportPDF=1&Filename=19MFF-00001_schedule.pdf,NULL,NULL,00:00.0,0,00:00.0,"(37.7886212190862, -122.408068906407)",0xE6100000010C1574448AF1E4424015E20BCD1D9A5EC0
1265607,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,6109000,GEARY ST: STOCKTON ST to POWELL ST (200 - 299),Assessors Block /Lot,NULL,NULL,NULL,19MFF-00001,REQUESTED,American Food: Hot dogs: pretzels: ice cream: salads: beverages: sandwiches: soup: coffee: pastries:etc.,NULL,NULL,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00001&ExportPDF=1&Filename=19MFF-00001_schedule.pdf,NULL,NULL,00:00.0,0,00:00.0,"(0.0, 0.0)",0xE6100000010C00000000000000000000000000000000
1280771,Leo's Hot Dogs,Push Cart,9121000,MISSION ST: 19TH ST to 20TH ST (2300 - 2399),2301 MISSION ST,3595031,3595,31,19MFF-00005,APPROVED,Hot dogs and related toppings: non alcoholic beverages,6007018.02,2104913.057,37.76008693,-122.4188065,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00005&ExportPDF=1&Filename=19MFF-00005_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.760086931987, -122.418806481101)",0xE6100000010C258051874AE14240A0EBB2B9CD9A5EC0
1292785,F & C Catering,Truck,0,NULL,Assessors Block /Lot,NULL,NULL,NULL,19MFF-00011,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,NULL,NULL,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00011&ExportPDF=1&Filename=19MFF-00011_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(0.0, 0.0)",0xE6100000010C00000000000000000000000000000000
1292786,F & C Catering,Truck,10336000,PENNSYLVANIA AVE: 22ND ST to 23RD ST (700 - 899),898 PENNSYLVANIA AVE,4167003,4167,3,19MFF-00011,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,6014175.628,2103109.247,37.75553447,-122.3939253,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00011&ExportPDF=1&Filename=19MFF-00011_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7555344716039, -122.393925277539)",0xE6100000010C0B45835AB5E0424041065E1236995EC0
1292787,F & C Catering,Truck,12491000,TENNESSEE ST: END to 26TH ST (1500 - 1599),1500 TENNESSEE ST,4294012,4294,12,19MFF-00011,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,6015520.523,2101882.84,37.75224167,-122.3891885,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00011&ExportPDF=1&Filename=19MFF-00011_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7522416684803, -122.389188542589)",0xE6100000010CDB677A7449E0424073990F77E8985EC0
1292788,F & C Catering,Truck,1403000,25TH ST: MICHIGAN ST to ILLINOIS ST (700 - 799),700 25TH ST,4244004,4244,4,19MFF-00011,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,6016344.255,2102281.09,37.75338081,-122.3863677,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00011&ExportPDF=1&Filename=19MFF-00011_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7533808099749, -122.386367685857)",0xE6100000010C5A234AC86EE042402BBF873FBA985EC0
1292789,F & C Catering,Truck,193201,03RD ST: 24TH ST to 25TH ST (2800 - 2898) -- WEST --,2890 03RD ST,4246003,4246,3,19MFF-00011,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,6015821.245,2102192.556,37.75310875,-122.3881702,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00011&ExportPDF=1&Filename=19MFF-00011_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7531087498713, -122.388170202066)",0xE6100000010CAC8315DE65E04240EEC9D4C7D7985EC0
1292790,F & C Catering,Truck,193201,03RD ST: 24TH ST to 25TH ST (2800 - 2898) -- WEST --,2800 03RD ST,4246001,4246,1,19MFF-00011,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,6015771.139,2102415.24,37.75371742,-122.388359,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00011&ExportPDF=1&Filename=19MFF-00011_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7537174169021, -122.388359021044)",0xE6100000010C9302F4CF79E04240659FCBDFDA985EC0
1292791,F & C Catering,Truck,9056000,MINNESOTA ST: 20TH ST to 22ND ST (800 - 999),900 MINNESOTA ST,4106001A,4106,001A,19MFF-00011,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,NULL,NULL,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00011&ExportPDF=1&Filename=19MFF-00011_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(0.0, 0.0)",0xE6100000010C00000000000000000000000000000000
1292792,F & C Catering,Truck,9058000,MINNESOTA ST: 23RD ST to 24TH ST (1200 - 1299),1275 MINNESOTA ST,4229004,4229,4,19MFF-00011,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,6015479.602,2102615.711,37.75425171,-122.3893812,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00011&ExportPDF=1&Filename=19MFF-00011_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7542517088937, -122.38938122888)",0xE6100000010C4553EB518BE04240D1ED3E9FEB985EC0
1297766,Tacos Lol-Tun,Truck,2461000,ARMSTRONG AVE: KEITH ST to 03RD ST (1600 - 1699),1610 ARMSTRONG AVE,5419014,5419,14,18MFF-0101,APPROVED,Tortas: burritos: tacos: ensaladas: sodas,6014416.253,2092564.576,37.72659436,-122.3923556,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0101&ExportPDF=1&Filename=18MFF-0101_schedule.pdf,NULL,00:00.0,00:00.0,0,00:00.0,"(37.7265943633868, -122.392355625631)",0xE6100000010C251A4A0B01DD4240271FC55A1C995EC0
1301435,San Francisco's Hometown Creamery,Truck,10456000,PINE ST: SANSOME ST to CENTURY PL (300 - 340),301 PINE ST,268001,268,1,18MFF-0113,APPROVED,Ice cream & Waffle cones,6012318.456,2116367.149,37.79183426,-122.4012796,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0113&ExportPDF=1&Filename=18MFF-0113_schedule.pdf,NULL,00:00.0,00:00.0,0,00:00.0,"(37.7918342630555, -122.401279616596)",0xE6100000010C7BD63BD35AE542403375B390AE995EC0
1301554,San Francisco's Hometown Creamery,Truck,10624001,POST ST: MONTGOMERY ST to LICK PL (1 - 40),1 MONTGOMERY ST,292002,292,2,19MFF-00008,APPROVED,Ice Cream: Waffle Cones,6011970.278,2115432.874,37.78924953,-122.4024186,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00008&ExportPDF=1&Filename=19MFF-00008_schedule.pdf,NULL,00:00.0,00:00.0,0,00:00.0,"(37.7892495340751, -122.402418597294)",0xE6100000010C2E9EF42006E5424084ABEE39C1995EC0
